,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company
1365,Honda Civic 1.8 (E) MT,2006,300000,80000,Petrol,Individual,Manual,Second Owner,Honda
1366,Maruti Swift VDI,2013,450000,100000,Diesel,Individual,Manual,Second Owner,Maruti
1367,Maruti Swift Dzire VDI,2015,530000,100000,Diesel,Individual,Manual,First Owner,Maruti
1368,Maruti Zen Estilo 1.1 LXI BSIII,2007,100000,143000,Petrol,Individual,Manual,Third Owner,Maruti
1369,Honda City 1.5 V MT,2010,350000,115000,Petrol,Individual,Manual,Second Owner,Honda
1370,Tata Manza ELAN Quadrajet BS IV,2011,165000,100000,Diesel,Individual,Manual,Second Owner,Tata
1371,Maruti Swift Dzire ZDI,2019,475000,120000,Diesel,Individual,Manual,Second Owner,Maruti
1372,Mahindra Xylo E4 ABS BS IV,2013,350000,42000,Diesel,Individual,Manual,First Owner,Mahindra
1373,Renault KWID RXL,2016,229999,38000,Petrol,Individual,Manual,First Owner,Renault
1374,Honda WR-V i-DTEC VX,2018,800000,35000,Diesel,Individual,Manual,First Owner,Honda
1375,Maruti Swift Dzire ZDI,2014,475000,120000,Diesel,Individual,Manual,Second Owner,Maruti
1376,Nissan Terrano XL 110 PS,2014,425000,136906,Diesel,Individual,Manual,First Owner,Nissan
1377,Maruti Ciaz VDi Plus,2015,660000,97000,Diesel,Individual,Manual,Second Owner,Maruti
1378,Honda Amaze S CVT Petrol,2019,610000,10000,Petrol,Individual,Automatic,First Owner,Honda
1379,Honda Brio S MT,2013,240000,50000,Petrol,Individual,Manual,Third Owner,Honda
1380,Maruti Esteem Lxi,2005,70000,60000,Petrol,Individual,Manual,Second Owner,Maruti
1381,Toyota Corolla Altis Diesel D4DGL,2011,550000,120000,Diesel,Individual,Manual,First Owner,Toyota
1382,Tata Indica Vista Aura 1.2 Safire,2010,100000,120000,Petrol,Individual,Manual,Second Owner,Tata
1383,Mahindra Bolero SLE,2010,350000,90000,Diesel,Individual,Manual,Second Owner,Mahindra
1384,Hyundai EON Era Plus,2013,200000,120000,Petrol,Individual,Manual,First Owner,Hyundai
1385,Hyundai Elite i20 Asta Option CVT BSIV,2019,720000,3000,Petrol,Individual,Automatic,First Owner,Hyundai
1386,Maruti Ritz VDi,2014,350000,133000,Diesel,Individual,Manual,First Owner,Maruti
1387,Maruti Wagon R VXI BS IV,2016,400000,25000,Petrol,Individual,Manual,First Owner,Maruti
1388,Hyundai i20 Active 1.2 S,2017,570000,35000,Petrol,Individual,Manual,First Owner,Hyundai
1389,Maruti Omni MPI STD BSIV,2015,130000,70000,Petrol,Individual,Manual,First Owner,Maruti
1390,Maruti Alto 800 LXI,2016,210000,52000,Petrol,Individual,Manual,First Owner,Maruti
1391,Hyundai Creta 1.4 E Plus,2018,800000,52000,Diesel,Individual,Manual,First Owner,Hyundai
1392,Honda Jazz 1.5 E i DTEC,2017,700000,39000,Diesel,Individual,Manual,First Owner,Honda
1393,Tata Indica Vista Quadrajet VX,2011,200000,28689,Diesel,Individual,Manual,First Owner,Tata
1394,Tata Aria Pure LX 4x2,2014,495000,90000,Diesel,Individual,Manual,Second Owner,Tata
1395,Ford Fiesta Classic 1.4 Duratorq CLXI,2014,325000,80322,Diesel,Dealer,Manual,First Owner,Ford
1396,Ford Freestyle Trend Petrol BSIV,2019,650000,8000,Petrol,Individual,Manual,First Owner,Ford
1397,Mahindra Jeep MM 775 XDB,2000,155000,50000,Diesel,Individual,Manual,Second Owner,Mahindra
1398,Maruti 800 AC BSIII,2007,75000,90000,Petrol,Individual,Manual,Second Owner,Maruti
1399,Hyundai Grand i10 1.2 CRDi Magna,2015,350000,61658,Diesel,Dealer,Manual,First Owner,Hyundai
1400,Maruti Zen Estilo LX BSIV,2010,90000,50000,Petrol,Individual,Manual,Third Owner,Maruti
1401,Maruti Ertiga SHVS VDI,2016,600000,80000,Diesel,Individual,Manual,First Owner,Maruti
1402,Mahindra Scorpio SLE BSIII,2010,400000,185000,Diesel,Individual,Manual,First Owner,Mahindra
1403,Maruti Swift VDI BSIV,2014,370000,57000,Diesel,Individual,Manual,Second Owner,Maruti
1404,Maruti 800 DX,2000,50000,60000,Petrol,Individual,Manual,First Owner,Maruti
1405,Honda City 1.5 GXI,2004,125000,120000,Petrol,Individual,Manual,Second Owner,Honda
1406,Honda CR-V Diesel 4WD,2018,1800000,26000,Diesel,Individual,Automatic,First Owner,Honda
1407,Hyundai Grand i10 1.2 Kappa Magna AT,2019,650000,20000,Petrol,Individual,Automatic,First Owner,Hyundai
1408,Maruti Ertiga BSIV VXI AT,2017,800000,30600,Petrol,Individual,Automatic,First Owner,Maruti
1409,Volkswagen Polo 1.0 TSI Highline Plus,2020,802000,5000,Petrol,Individual,Manual,First Owner,Volkswagen
1410,Audi A4 35 TDI Premium,2015,2300000,35000,Diesel,Individual,Automatic,Third Owner,Audi
1411,Hyundai Xcent 1.1 CRDi SX,2016,430000,35000,Diesel,Individual,Manual,First Owner,Hyundai
1412,Hyundai Verna 1.6 SX VTVT,2017,650000,23000,Petrol,Individual,Manual,First Owner,Hyundai
1413,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004,170000,120000,Diesel,Individual,Manual,First Owner,Mahindra
1414,Skoda Superb Elegance 2.0 TDI CR AT,2011,450000,235000,Diesel,Individual,Automatic,First Owner,Skoda
1415,Maruti Alto 800 LXI,2013,250000,87000,Petrol,Individual,Manual,First Owner,Maruti
1416,Ford Ecosport 1.0 Ecoboost Titanium,2014,550000,72000,Petrol,Individual,Manual,Second Owner,Ford
1417,Jaguar XF 3.0 Litre S Premium Luxury,2013,2000000,64000,Diesel,Individual,Automatic,Second Owner,Jaguar
1418,Maruti Zen Estilo VXI BSIII,2007,140000,100000,Petrol,Individual,Manual,Second Owner,Maruti
1419,Chevrolet Beat LT,2012,155000,12000,Petrol,Individual,Manual,First Owner,Chevrolet
1420,Hyundai Accent Executive,2010,120000,67000,Petrol,Individual,Manual,Third Owner,Hyundai
1421,Toyota Innova 2.5 E 8 STR,2012,287000,70000,Diesel,Individual,Manual,First Owner,Toyota
1422,Maruti Baleno Alpha 1.3,2016,675000,60000,Diesel,Individual,Manual,First Owner,Maruti
1423,Hyundai i10 Magna 1.2 iTech SE,2011,235000,74500,Petrol,Individual,Manual,Second Owner,Hyundai
1424,Hyundai i20 1.4 CRDi Asta,2011,300000,118700,Diesel,Individual,Manual,Second Owner,Hyundai
1425,Nissan Micra XL CVT,2015,434999,40000,Petrol,Individual,Automatic,Second Owner,Nissan
1426,Mahindra Scorpio VLX AT 2WD BSIII,2004,225000,223660,Diesel,Individual,Automatic,Third Owner,Mahindra
1427,Toyota Corolla AE,2006,160000,140000,Petrol,Individual,Manual,Second Owner,Toyota
1428,Hyundai Grand i10 Nios Sportz,2020,600000,5000,Petrol,Individual,Manual,First Owner,Hyundai
1429,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016,470000,100000,Diesel,Individual,Manual,Second Owner,Chevrolet
1430,Maruti Swift Dzire VXi,2011,300000,100000,Petrol,Individual,Manual,Second Owner,Maruti
1431,Maruti Baleno Delta 1.2,2018,600000,2000,Petrol,Individual,Manual,First Owner,Maruti
1432,Hyundai Grand i10 Nios AMT Magna,2020,640000,4000,Petrol,Individual,Automatic,First Owner,Hyundai
1433,Tata Indica DLS,2006,50000,120000,Diesel,Individual,Manual,Fourth & Above Owner,Tata
1434,Hyundai Verna 1.6 VTVT S,2015,600000,35000,Petrol,Individual,Manual,First Owner,Hyundai
1435,Hyundai i10 Magna LPG,2014,290000,29000,LPG,Individual,Manual,First Owner,Hyundai
1436,Hyundai Verna 1.6 VTVT S,2015,600000,30000,Petrol,Individual,Manual,First Owner,Hyundai
1437,Tata Manza Aqua Quadrajet BS IV,2012,190000,120000,Diesel,Individual,Manual,First Owner,Tata
1438,Hyundai i10 Era 1.1,2008,160000,110000,Petrol,Individual,Manual,Third Owner,Hyundai
1439,Maruti Alto K10 VXI,2017,325000,15000,Petrol,Individual,Manual,First Owner,Maruti
1440,Mahindra Bolero DI,2006,200000,73756,Diesel,Individual,Manual,First Owner,Mahindra
1441,Toyota Fortuner 2.8 2WD AT BSIV,2018,2800000,40000,Diesel,Individual,Automatic,First Owner,Toyota
1442,Chevrolet Spark 1.0 LS,2011,125000,60000,Petrol,Individual,Manual,Third Owner,Chevrolet
1443,Hyundai i10 Magna 1.1,2008,155000,60000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai
1444,Hyundai i20 Asta 1.4 CRDi,2015,550000,90000,Diesel,Individual,Manual,First Owner,Hyundai
1445,Maruti Wagon R LX BSIII,2009,130000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
1446,Maruti 800 AC,2002,80000,70000,Petrol,Individual,Manual,Second Owner,Maruti
1447,Toyota Etios Cross 1.4L GD,2015,500000,80000,Diesel,Individual,Manual,Second Owner,Toyota
1448,Renault KWID RXT BSIV,2019,250000,27000,Petrol,Individual,Manual,First Owner,Renault
1449,Mahindra XUV500 W8 2WD,2012,580000,70000,Diesel,Individual,Manual,First Owner,Mahindra
1450,Daewoo Matiz SD,2002,60000,50000,Petrol,Individual,Manual,First Owner,Daewoo
1451,Toyota Etios GD,2012,300000,185000,Diesel,Individual,Manual,First Owner,Toyota
1452,Ford Figo Diesel Titanium,2014,200000,90000,Diesel,Individual,Manual,Second Owner,Ford
1453,Tata Hexa XT,2017,1200000,16400,Diesel,Individual,Manual,First Owner,Tata
1454,Toyota Etios Cross 1.4L GD,2015,350000,80000,Diesel,Individual,Manual,Second Owner,Toyota
1455,Mahindra XUV500 W8 4WD,2012,600000,80000,Diesel,Individual,Manual,Second Owner,Mahindra
1456,Honda Jazz V,2019,650000,4000,Petrol,Individual,Manual,First Owner,Honda
1457,Maruti A-Star Lxi,2008,120000,40000,Petrol,Individual,Manual,First Owner,Maruti
1458,Tata New Safari DICOR 2.2 EX 4x2,2010,180000,120000,Diesel,Individual,Manual,Second Owner,Tata
1459,Hyundai Verna VTVT 1.6 AT SX Option,2018,950000,41395,Petrol,Individual,Automatic,First Owner,Hyundai
1460,Tata Manza Aura Quadrajet BS IV,2012,250999,35000,Diesel,Individual,Manual,Second Owner,Tata
1462,Audi A8 L 3.0 TDI quattro,2009,1250000,47000,Diesel,Dealer,Automatic,Second Owner,Audi
1463,Chevrolet Beat LT,2013,165000,50000,Petrol,Individual,Manual,First Owner,Chevrolet
1464,Hyundai Elantra SX,2015,700000,48000,Petrol,Dealer,Manual,First Owner,Hyundai
1465,Mahindra XUV500 W8 4WD,2015,750000,53000,Diesel,Dealer,Manual,First Owner,Mahindra
1467,Datsun redi-GO AMT 1.0 T Option,2018,290000,15000,Petrol,Dealer,Automatic,First Owner,Datsun
1468,Tata Nano Cx BSIII,2014,45000,7000,Petrol,Individual,Manual,Second Owner,Tata
1469,Skoda Superb Ambition 2.0 TDI CR AT,2013,675000,88000,Diesel,Dealer,Automatic,First Owner,Skoda
1470,Nissan Terrano XL Plus 85 PS,2015,530000,55000,Diesel,Dealer,Manual,First Owner,Nissan
1471,BMW X1 sDrive20d M Sport,2014,1485000,48000,Diesel,Dealer,Automatic,First Owner,BMW
1472,Chevrolet Enjoy TCDi LT 7 Seater,2014,325000,71014,Diesel,Dealer,Manual,First Owner,Chevrolet
1473,Honda Amaze S Diesel,2015,400000,60000,Diesel,Dealer,Manual,First Owner,Honda
1474,Mahindra KUV 100 D75 K6 Plus,2017,380000,71000,Diesel,Dealer,Manual,First Owner,Mahindra
1475,Honda City i-VTEC CVT VX,2016,750000,45000,Petrol,Dealer,Automatic,First Owner,Honda
1476,Honda Brio VX,2017,390000,45000,Petrol,Dealer,Manual,First Owner,Honda
1478,MG Hector Sharp Diesel MT BSIV,2019,1825000,14000,Diesel,Dealer,Manual,First Owner,MG
1479,Audi A4 35 TDI Premium Plus,2019,3256000,17000,Diesel,Dealer,Automatic,First Owner,Audi
1480,Renault Scala Diesel RxL,2015,370000,60000,Diesel,Dealer,Manual,First Owner,Renault
1481,Chevrolet Beat Diesel LT,2013,210000,80000,Diesel,Individual,Manual,Second Owner,Chevrolet
1482,Skoda Laura Ambiente 1.9 PD,2007,175000,181000,Diesel,Individual,Manual,Fourth & Above Owner,Skoda
1483,Hyundai Verna 1.6 SX CRDi (O),2012,575000,89550,Diesel,Individual,Manual,Second Owner,Hyundai
1484,Mahindra Xylo D4,2010,320000,90000,Diesel,Individual,Manual,Third Owner,Mahindra
1485,Maruti Swift Ldi BSIV,2010,280000,149500,Diesel,Individual,Manual,Third Owner,Maruti
1486,Renault Duster 85PS Diesel RxL Optional,2013,500000,190000,Diesel,Individual,Manual,Second Owner,Renault
1487,Ford Fiesta Diesel Style,2013,380000,83000,Diesel,Dealer,Manual,First Owner,Ford
1488,Maruti 800 AC BSIII,2005,120000,20000,Petrol,Individual,Manual,Second Owner,Maruti
1489,Maruti Eeco 5 Seater AC BSIV,2018,395000,20000,Petrol,Individual,Manual,First Owner,Maruti
1490,Skoda Laura 1.9 TDI MT Ambiente,2010,360000,160000,Diesel,Individual,Manual,First Owner,Skoda
1491,Nissan Terrano XL Plus 85 PS,2015,451000,100000,Diesel,Individual,Manual,First Owner,Nissan
1492,Chevrolet Spark 1.0 LS,2010,175000,45000,Petrol,Individual,Manual,Second Owner,Chevrolet
1493,Chevrolet Spark 1.0 LS,2009,170000,44800,Petrol,Individual,Manual,Second Owner,Chevrolet
1494,Hyundai Santro Xing XL eRLX Euro III,2006,100000,40000,Petrol,Individual,Manual,Second Owner,Hyundai
1495,Maruti Omni MPI STD BSIV,2014,150000,120000,Petrol,Individual,Manual,Third Owner,Maruti
1496,Tata Indica Vista Quadrajet LX,2011,149000,10000,Diesel,Individual,Manual,Second Owner,Tata
1497,Tata Indica Vista Aqua 1.3 Quadrajet,2011,160000,80000,Diesel,Individual,Manual,Second Owner,Tata
1499,Mahindra XUV500 W8 4WD,2014,800000,156000,Diesel,Individual,Manual,First Owner,Mahindra
1500,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2010,819999,120000,Diesel,Individual,Manual,Second Owner,Toyota
1501,Maruti Baleno Vxi,2007,163000,100000,Petrol,Individual,Manual,Second Owner,Maruti
1502,Mercedes-Benz E-Class 220 CDI,2001,350000,100000,Diesel,Individual,Manual,Second Owner,Mercedes-Benz
1503,Tata Indica GLS BS IV,2006,75000,100000,Petrol,Individual,Manual,Second Owner,Tata
1504,Maruti Alto LXi,2012,180000,60000,Petrol,Individual,Manual,Second Owner,Maruti
1505,Ford Figo Aspire 1.5 TDCi Trend,2017,675000,30000,Diesel,Individual,Manual,First Owner,Ford
1506,Maruti Swift VDI,2013,400000,170000,Diesel,Individual,Manual,First Owner,Maruti
1507,Volkswagen Polo Diesel Highline 1.2L,2013,434999,100000,Diesel,Individual,Manual,Second Owner,Volkswagen
1508,Tata Indigo GLX,2006,100000,110000,Petrol,Individual,Manual,Second Owner,Tata
1509,Maruti Swift Dzire LDI Optional,2015,419000,170000,Diesel,Individual,Manual,Second Owner,Maruti
1510,Tata Indica GLS BS IV,2009,200000,100000,Petrol,Individual,Manual,First Owner,Tata
1511,Renault Scala Diesel RxL,2014,400000,35000,Diesel,Individual,Manual,First Owner,Renault
1512,Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,790000,40000,Diesel,Individual,Manual,Second Owner,Ford
1513,Renault Duster 85PS Diesel RxL Plus,2015,500000,90000,Diesel,Individual,Manual,Second Owner,Renault
1514,Skoda Rapid 1.6 TDI Elegance,2012,275000,120000,Diesel,Individual,Manual,Second Owner,Skoda
1515,Hyundai i20 1.4 CRDi Sportz,2012,450000,120000,Diesel,Individual,Manual,Second Owner,Hyundai
1526,Maruti Wagon R VXI,2016,360000,33000,Petrol,Dealer,Manual,First Owner,Maruti
1527,Maruti Alto LXi BSIII,2010,210000,25000,Petrol,Individual,Manual,First Owner,Maruti
1528,Maruti Alto K10 LXI,2014,220000,66000,Petrol,Dealer,Manual,First Owner,Maruti
1529,Chevrolet Aveo 1.4 LT BSIV,2009,250000,48000,Petrol,Individual,Manual,First Owner,Chevrolet
1530,Toyota Innova 2.5 G (Diesel) 8 Seater,2016,990000,146000,Diesel,Dealer,Manual,First Owner,Toyota
1531,Mahindra Quanto C4,2013,220000,100000,Diesel,Individual,Manual,Fourth & Above Owner,Mahindra
1532,Jaguar XF 3.0 Litre S Premium Luxury,2012,1800000,50000,Diesel,Individual,Automatic,Second Owner,Jaguar
1533,Honda City i VTEC V,2014,530000,50000,Petrol,Individual,Manual,First Owner,Honda
1534,Maruti Baleno Alpha 1.3,2016,575000,50000,Diesel,Individual,Manual,First Owner,Maruti
1535,Mahindra Xylo E4,2012,400000,99000,Diesel,Dealer,Manual,First Owner,Mahindra
1536,Honda Mobilio S i DTEC,2016,680000,50000,Diesel,Individual,Manual,First Owner,Honda
1537,Hyundai Santa Fe 4WD AT,2014,1000000,80000,Diesel,Individual,Automatic,First Owner,Hyundai
1538,Maruti Alto 800 LXI,2016,260000,45000,Petrol,Individual,Manual,Second Owner,Maruti
1539,Tata Manza Aura (ABS) Safire BS IV,2010,150000,50000,Petrol,Individual,Manual,Second Owner,Tata
1540,Maruti Alto LXi BSIII,2008,180000,70000,Petrol,Individual,Manual,Third Owner,Maruti
1541,Force One EX,2014,346000,37516,Diesel,Individual,Manual,First Owner,Force
1542,Mahindra Xylo D2 BS IV,2015,450000,20000,Diesel,Individual,Manual,First Owner,Mahindra
1543,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,500000,5000,Petrol,Individual,Manual,First Owner,Hyundai
1544,Hyundai Grand i10 1.2 CRDi Asta,2019,700000,8000,Diesel,Individual,Manual,First Owner,Hyundai
1545,Maruti Alto 800 LXI,2019,280000,25880,Petrol,Individual,Manual,First Owner,Maruti
1546,Hyundai Santro Magna AMT BSIV,2019,475000,10000,Petrol,Individual,Automatic,First Owner,Hyundai
1547,Maruti Swift Dzire VDi,2009,300000,50000,Diesel,Individual,Manual,First Owner,Maruti
1548,Maruti Alto K10 LXI,2014,200999,40000,Petrol,Individual,Manual,First Owner,Maruti
1549,Skoda Laura 1.9 TDI MT Ambiente,2009,200000,100000,Diesel,Individual,Manual,Third Owner,Skoda
1550,Chevrolet Aveo U-VA 1.2 LS,2009,210000,80000,Petrol,Individual,Manual,Second Owner,Chevrolet
1551,Tata Indigo LS BSII,2012,160000,110000,Diesel,Individual,Manual,First Owner,Tata
1552,Hyundai Verna CRDi SX ABS,2009,175000,136000,Diesel,Individual,Manual,Second Owner,Hyundai
1553,Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,320000,80000,Diesel,Individual,Manual,First Owner,Tata
1554,Maruti Alto LXi,2009,110000,50000,Petrol,Individual,Manual,Second Owner,Maruti
1555,Maruti Wagon R LXI Minor,2008,300000,30000,Petrol,Individual,Manual,First Owner,Maruti
1556,Honda City V MT,2012,700000,10000,Petrol,Individual,Manual,First Owner,Honda
1557,Tata Indica Vista Aura 1.3 Quadrajet,2009,135000,90000,Diesel,Individual,Manual,Fourth & Above Owner,Tata
1558,Mahindra Bolero Power Plus Plus Non AC BSIV PS,2015,500000,110000,Diesel,Individual,Manual,First Owner,Mahindra
1559,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012,550000,120000,Diesel,Individual,Manual,Second Owner,Mahindra
1560,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,1050000,90000,Diesel,Individual,Manual,Third Owner,Toyota
1561,Honda City i VTEC V,2016,500000,20000,Petrol,Individual,Manual,First Owner,Honda
1562,Maruti Ritz VDi,2011,180000,90000,Diesel,Individual,Manual,Second Owner,Maruti
1563,Hyundai Santro Xing GLS,2010,170000,50000,Petrol,Individual,Manual,Second Owner,Hyundai
1564,Honda Brio 1.2 S Option MT,2019,484999,9000,Petrol,Individual,Manual,First Owner,Honda
1565,Maruti A-Star Vxi,2011,150000,70000,Petrol,Individual,Manual,Second Owner,Maruti
1566,Maruti Alto K10 VXI Airbag,2018,380000,25000,Petrol,Individual,Manual,First Owner,Maruti
1567,Hyundai Santro Sportz BSIV,2019,480000,10000,Petrol,Individual,Manual,First Owner,Hyundai
1569,Volkswagen Polo Diesel Highline 1.2L,2011,290000,60000,Diesel,Individual,Manual,Second Owner,Volkswagen
1570,Fiat Linea Dynamic,2013,350000,70000,Petrol,Individual,Manual,First Owner,Fiat
1571,Maruti Alto 800 LXI,2014,110000,25000,Petrol,Individual,Manual,First Owner,Maruti
1572,Hyundai Santro LE zipPlus,2003,70000,80000,Petrol,Individual,Manual,Third Owner,Hyundai
1573,Volkswagen Vento Petrol Highline AT,2011,300000,70000,Petrol,Individual,Automatic,Third Owner,Volkswagen
1574,Maruti Alto 800 LX,2017,180000,60000,Petrol,Individual,Manual,First Owner,Maruti
1575,Renault KWID RXL,2020,300000,20000,Petrol,Individual,Manual,First Owner,Renault
1576,Maruti Baleno Delta 1.2,2017,509000,60000,Petrol,Individual,Manual,First Owner,Maruti
1577,Maruti SX4 S Cross DDiS 320 Zeta,2016,650000,80000,Diesel,Individual,Manual,First Owner,Maruti
1578,Maruti Swift VDI BSIV,2015,450000,70000,Diesel,Individual,Manual,Third Owner,Maruti
1579,Mahindra Jeep Classic,1999,170000,2020,Diesel,Individual,Manual,Second Owner,Mahindra
1580,Mahindra Scorpio 2.6 Turbo 7 Str,2007,210000,100000,Diesel,Individual,Manual,Second Owner,Mahindra
1581,Hyundai i20 Asta 1.4 CRDi,2013,360000,80000,Diesel,Individual,Manual,Second Owner,Hyundai
1582,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2011,495000,120000,Diesel,Individual,Manual,Second Owner,Toyota
1583,Maruti Alto LX,2006,105000,100000,Petrol,Individual,Manual,Third Owner,Maruti
1584,Hyundai i20 Magna,2010,270000,60000,Petrol,Individual,Manual,Third Owner,Hyundai
1585,Ford Figo Petrol LXI,2010,130000,110000,Petrol,Individual,Manual,First Owner,Ford
1586,Honda City i DTEC S,2014,700000,90000,Diesel,Individual,Manual,Second Owner,Honda
1587,Chevrolet Cruze LTZ,2012,400000,40000,Diesel,Individual,Manual,First Owner,Chevrolet
1588,Maruti Swift ZXI ABS,2009,250000,60000,Petrol,Individual,Manual,Second Owner,Maruti
1589,Honda Amaze VX i-DTEC,2013,325000,94000,Diesel,Individual,Manual,Second Owner,Honda
1590,Maruti Alto LXi,2008,69000,100000,Petrol,Individual,Manual,First Owner,Maruti
1591,Mahindra Scorpio S11 BSIV,2018,1380000,25000,Diesel,Individual,Manual,First Owner,Mahindra
1592,Maruti Zen Estilo VXI BSIII,2007,90000,90000,Petrol,Individual,Manual,First Owner,Maruti
1593,Mahindra XUV500 W6 1.99 mHawk,2016,1000000,40000,Diesel,Individual,Manual,First Owner,Mahindra
1594,Hyundai Accent GLE CNG,2010,145000,90000,CNG,Individual,Manual,Second Owner,Hyundai
